Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,1647344,129054,0.693,847,167.155,0.000,809,923,OFN_+000v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV2 1D:4
OFN,Target,1978963,153537,0.778,751,167.169,0.000,725,754,OFN_+000v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV2 1D:4
