Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,185075874,14208778,0.793,861,167.169,0.000,48244,58503,OFN_+000v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV2 1D:3
Perfluoronaphthalene,Unknown,156012072,11978873,0.720,867,167.171,0.000,72260,65525,OFN_+000v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV2 1D:3
