Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,1979985,155168,0.779,752,167.111,0.000,734,738,OFN_+000v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV2 1D
Perfluoronaphthalene,Unknown,1641430,128905,0.701,865,167.131,0.000,1025,905,OFN_+000v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV2 1D
