Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,158501232,12177538,0.722,872,167.167,0.000,19191,72230,OFN_+000v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV2 1D:2
OFN,Target,188310022,14463635,0.792,868,167.169,0.000,41721,56004,OFN_+000v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV2 1D:2
