Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,161035559,12282959,0.721,867,167.155,0.000,16382,79843,OFN_+000v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV2 1D
OFN,Target,191044342,14571203,0.797,871,167.169,0.000,45500,63302,OFN_+000v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV2 1D
