Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,1614299,125999,0.693,884,167.153,0.000,841,904,OFN_+000v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV2 1D:2
OFN,Target,1940955,151093,0.777,765,167.169,0.000,810,747,OFN_+000v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV2 1D:2
