Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,261129,19776,0.669,557,160.109,0.000,33,30,OFN_+350v_a L9-20 pg/uL Split 250-1 (80 fg on Col) BT-PV1 1D
OFN,Target,334631,24815,0.884,374,160.113,0.000,29,27,OFN_+350v_a L9-20 pg/uL Split 250-1 (80 fg on Col) BT-PV1 1D
