Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,139453,17894,0.549,371,160.145,0.000,9,4,OFN_+350v_a L7-5 pg/uL Split 250-1 (20 fg on Col) BT-PV1 1D:5
OFN,Target,114710,9776,0.812,313,160.172,0.000,9,10,OFN_+350v_a L7-5 pg/uL Split 250-1 (20 fg on Col) BT-PV1 1D:5
