Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,181540071,14255079,0.700,831,160.088,0.000,23700,14366,OFN_+350v_a L18-20000 pg/uL Split 250-1 (80 pg on Col) BT-PV1 1D
OFN,Target,226400320,17783628,0.775,793,160.113,0.000,10310,13593,OFN_+350v_a L18-20000 pg/uL Split 250-1 (80 pg on Col) BT-PV1 1D
