Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,282184307,22351284,0.771,788,160.113,0.000,11791,15347,OFN_+350v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D
Perfluoronaphthalene,Unknown,225326514,17850407,0.694,837,160.135,0.000,26299,16955,OFN_+350v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D
