Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,629722,49420,0.700,689,160.146,0.000,80,79,OFN_+350v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:4
OFN,Target,786053,61501,0.806,431,160.172,0.000,74,67,OFN_+350v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:4
