Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,1305664,102617,0.694,713,160.161,0.000,178,151,OFN_+350v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:5
OFN,Target,1637965,128663,0.778,569,160.172,0.000,142,136,OFN_+350v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:5
