Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,52982817,4174425,0.774,794,160.113,0.000,3407,3913,OFN_+350v_a L18-20000 pg/uL Split 250-1 (80 pg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,42486493,3343160,0.701,858,160.136,0.000,5676,4484,OFN_+350v_a L18-20000 pg/uL Split 250-1 (80 pg on Col) BT-PV1 1D:3
