Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,7630176,601118,0.776,709,160.172,0.000,626,630,OFN_+350v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,6202151,488372,0.701,881,160.193,0.000,850,743,OFN_+350v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D:2
