Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,27731049,2188458,0.773,788,160.113,0.000,1773,1840,OFN_+350v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:5
Perfluoronaphthalene,Unknown,22307229,1761213,0.695,865,160.138,0.000,2917,2216,OFN_+350v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:5
