Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,769777,59896,0.803,444,160.172,0.000,64,60,OFN_+350v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,612811,48783,0.700,706,160.184,0.000,75,73,OFN_+350v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:3
