Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,804440,60715,0.821,462,160.172,0.000,72,72,OFN_+350v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D
Perfluoronaphthalene,Unknown,647241,49407,0.709,697,160.181,0.000,82,83,OFN_+350v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D
