Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,1213871532,91655644,0.802,793,160.113,0.000,32185,48365,OFN_+350v_a L22-500000 pg/uL Split 250-1 (2 ng on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,966923200,73046526,0.734,825,160.123,0.000,24711,45408,OFN_+350v_a L22-500000 pg/uL Split 250-1 (2 ng on Col) BT-PV1 1D:2
