Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,305272238,24091906,0.775,790,160.113,0.000,12486,18250,OFN_+350v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D:5
Perfluoronaphthalene,Unknown,243421603,19184659,0.698,829,160.12,0.000,12871,20003,OFN_+350v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D:5
