Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,3113788,241343,0.778,622,160.172,0.000,258,261,OFN_+350v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,2550763,197991,0.698,780,160.185,0.000,330,317,OFN_+350v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:3
