Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,22313477,1753307,0.705,849,160.165,0.000,3146,2431,OFN_+350v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:4
OFN,Target,27667641,2174997,0.776,769,160.172,0.000,1911,2166,OFN_+350v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:4
