Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,38266126,3044760,0.768,790,160.113,0.000,2497,2784,OFN_+350v_a L16-5000 pg/uL Split 250-1 (20 pg on Col) BT-PV1 1D:4
Perfluoronaphthalene,Unknown,30882598,2457065,0.690,879,160.125,0.000,3612,3161,OFN_+350v_a L16-5000 pg/uL Split 250-1 (20 pg on Col) BT-PV1 1D:4
