Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,47428334,3799194,0.767,800,160.113,0.000,2994,3818,OFN_+350v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D
Perfluoronaphthalene,Unknown,38096444,3043937,0.693,878,160.114,0.000,6016,4184,OFN_+350v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D
