Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,171773445,13568246,0.772,793,160.113,0.000,8125,10430,OFN_+350v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,137817607,10872662,0.696,829,160.131,0.000,8949,11750,OFN_+350v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV1 1D:2
