Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,15322999,1211517,0.773,776,160.172,0.000,1182,1177,OFN_+350v_a L14-1000 pg/uL Split 250-1 (4 pg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,12408945,981412,0.694,866,160.183,0.000,1734,1384,OFN_+350v_a L14-1000 pg/uL Split 250-1 (4 pg on Col) BT-PV1 1D:2
