Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,1689136,130483,0.796,579,160.172,0.000,153,142,OFN_+350v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D
Perfluoronaphthalene,Unknown,1338818,103472,0.721,733,160.178,0.000,167,162,OFN_+350v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D
