Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,72958412,5786563,0.772,793,160.113,0.000,4259,4523,OFN_+350v_a L16-5000 pg/uL Split 250-1 (20 pg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,58606446,4646664,0.694,857,160.132,0.000,6898,5148,OFN_+350v_a L16-5000 pg/uL Split 250-1 (20 pg on Col) BT-PV1 1D:2
