Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,1321242,103288,0.682,770,160.155,0.000,173,148,OFN_+350v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:4
OFN,Target,1656606,129716,0.781,528,160.172,0.000,144,131,OFN_+350v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:4
