Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,324496,25155,0.879,338,160.113,0.000,26,28,OFN_+350v_a L9-20 pg/uL Split 250-1 (80 fg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,249869,19721,0.678,480,160.142,0.000,32,30,OFN_+350v_a L9-20 pg/uL Split 250-1 (80 fg on Col) BT-PV1 1D:3
