Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,12497963,987302,0.702,878,160.162,0.000,1694,1423,OFN_+350v_a L14-1000 pg/uL Split 250-1 (4 pg on Col) BT-PV1 1D
OFN,Target,15423217,1217345,0.773,790,160.172,0.000,1193,1271,OFN_+350v_a L14-1000 pg/uL Split 250-1 (4 pg on Col) BT-PV1 1D
