Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,26891377,2142180,0.767,799,160.113,0.000,1819,1887,OFN_+350v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,21724817,1731300,0.688,869,160.129,0.000,2836,2148,OFN_+350v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:3
