Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,101351351,8007373,0.773,788,160.113,0.000,5662,6899,OFN_+350v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,81410886,6433404,0.697,871,160.116,0.000,19491,7767,OFN_+350v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D:3
