Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,142496012,11295594,0.772,804,160.113,0.000,7100,9546,OFN_+350v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,114217559,9047268,0.696,843,160.116,0.000,7670,9912,OFN_+350v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV1 1D:3
