Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,410655059,32138802,0.781,795,160.113,0.000,15958,21836,OFN_+350v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,327853585,25656002,0.701,841,160.126,0.000,15163,21104,OFN_+350v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D:2
