Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,7516997,590991,0.776,728,160.172,0.000,605,617,OFN_+350v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D:5
Perfluoronaphthalene,Unknown,6009675,472369,0.690,856,160.189,0.000,845,759,OFN_+350v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D:5
