Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,15029860,1186410,0.774,738,160.113,0.000,1092,1162,OFN_+350v_a L14-1000 pg/uL Split 250-1 (4 pg on Col) BT-PV1 1D:5
Perfluoronaphthalene,Unknown,12164145,960203,0.698,834,160.13,0.000,1441,1340,OFN_+350v_a L14-1000 pg/uL Split 250-1 (4 pg on Col) BT-PV1 1D:5
