Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,2472808,193436,0.696,797,160.156,0.000,316,277,OFN_+350v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:2
OFN,Target,3108193,242724,0.777,632,160.172,0.000,247,251,OFN_+350v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:2
