Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,761224,58252,0.809,366,160.172,0.000,72,73,OFN_+350v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,609897,46909,0.707,634,160.176,0.000,80,79,OFN_+350v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:2
