Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,50140011,3956798,0.694,865,160.086,0.000,5742,5209,OFN_+350v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D:5
OFN,Target,62457455,4932461,0.771,786,160.113,0.000,3894,4393,OFN_+350v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D:5
