Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,593209349,46001929,0.786,792,160.113,0.000,19986,30782,OFN_+350v_a L21-200000 pg/uL Split 250-1 (800 pg on Col) BT-PV1 1D
Perfluoronaphthalene,Unknown,472359721,36632522,0.709,821,160.126,0.000,13353,29791,OFN_+350v_a L21-200000 pg/uL Split 250-1 (800 pg on Col) BT-PV1 1D
