Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,6360342,503576,0.687,864,160.202,0.000,835,718,OFN_+350v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D
OFN,Target,7818818,616396,0.774,739,160.23,0.000,622,632,OFN_+350v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D
