Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,149616,10881,0.721,457,160.102,0.000,18,18,OFN_+350v_a L8-10 pg/uL Split 250-1 (40 fg on Col) BT-PV1 1D:5
OFN,Target,190064,14164,0.994,329,160.113,0.000,15,16,OFN_+350v_a L8-10 pg/uL Split 250-1 (40 fg on Col) BT-PV1 1D:5
