Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,1669154,136397,0.769,575,160.172,0.000,146,146,OFN_+350v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,1336264,108820,0.667,765,160.188,0.000,195,166,OFN_+350v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:3
