Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,45159139,3627850,0.687,856,160.109,0.000,7628,4947,OFN_+350v_a L18-20000 pg/uL Split 250-1 (80 pg on Col) BT-PV1 1D:5
OFN,Target,56357566,4526226,0.762,799,160.113,0.000,3566,4032,OFN_+350v_a L18-20000 pg/uL Split 250-1 (80 pg on Col) BT-PV1 1D:5
