Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,780071,59953,0.839,455,160.172,0.000,70,66,OFN_+350v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:5
Perfluoronaphthalene,Unknown,622435,47908,0.733,720,160.182,0.000,81,80,OFN_+350v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:5
