Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,3101602,247135,0.769,647,160.172,0.000,237,225,OFN_+350v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:4
Perfluoronaphthalene,Unknown,2475315,197984,0.682,783,160.18,0.000,323,271,OFN_+350v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:4
