Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,67684030,5412282,0.765,793,160.113,0.000,4072,4418,OFN_+350v_a L16-5000 pg/uL Split 250-1 (20 pg on Col) BT-PV1 1D:5
Perfluoronaphthalene,Unknown,54318049,4340776,0.688,862,160.118,0.000,8129,4812,OFN_+350v_a L16-5000 pg/uL Split 250-1 (20 pg on Col) BT-PV1 1D:5
