Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,30744018,2465724,0.764,777,160.113,0.000,1989,2453,OFN_+350v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,24689954,1982419,0.686,851,160.114,0.000,3247,2720,OFN_+350v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D:2
