Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,1308544,101076,0.703,763,160.171,0.000,182,153,OFN_+350v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:2
OFN,Target,1634110,126330,0.794,607,160.172,0.000,145,135,OFN_+350v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:2
