Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,1562358,122360,0.783,607,160.407,0.000,206,201,OFN_+250v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D
Perfluoronaphthalene,Unknown,1272994,99933,0.700,767,160.408,0.000,274,238,OFN_+250v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D
