Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,1157762944,85486079,0.819,811,160.407,0.000,65298,93064,OFN_+250v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,930299471,68690830,0.761,830,160.419,0.000,9845,95884,OFN_+250v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D:2
