Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,24016503,1899484,0.697,851,160.396,0.000,3884,3896,OFN_+250v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:2
OFN,Target,29090355,2301889,0.774,814,160.407,0.000,3190,3396,OFN_+250v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:2
