Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,927965028,69263163,0.752,835,160.399,0.000,30444,101161,OFN_+250v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D:3
OFN,Target,1150509787,85820316,0.812,803,160.407,0.000,64646,92410,OFN_+250v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D:3
