Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,1266081,95206,0.737,816,160.404,0.000,255,239,OFN_+250v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:2
OFN,Target,1536009,115801,0.811,701,160.407,0.000,207,208,OFN_+250v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:2
