Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,324564,25697,0.839,463,160.407,0.000,44,43,OFN_+250v_a L9-20 pg/uL Split 250-1 (80 fg on Col) BT-PV1 1D:4
Perfluoronaphthalene,Unknown,278188,14591,0.677,562,160.432,0.000,48,4,OFN_+250v_a L9-20 pg/uL Split 250-1 (80 fg on Col) BT-PV1 1D:4
