Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,2503437,197960,0.693,831,160.393,0.000,536,483,OFN_+250v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:4
OFN,Target,3032129,239557,0.780,725,160.407,0.000,410,405,OFN_+250v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:4
