Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,23924551,1894104,0.696,876,160.393,0.000,4690,4203,OFN_+250v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:3
OFN,Target,28920133,2291221,0.772,808,160.407,0.000,3085,3445,OFN_+250v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:3
