Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,1527036,117213,0.799,649,160.407,0.000,203,194,OFN_+250v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:5
Perfluoronaphthalene,Unknown,1230914,94481,0.716,761,160.41,0.000,253,216,OFN_+250v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:5
