Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,636911,52944,0.631,765,160.406,0.000,127,111,OFN_+250v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:2
OFN,Target,787889,64881,0.761,506,160.407,0.000,107,98,OFN_+250v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:2
