Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,73668649,5785330,0.777,821,160.348,0.000,6457,7609,OFN_+250v_a L16-5000 pg/uL Split 250-1 (20 pg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,59749678,4692443,0.700,870,160.372,0.000,8199,9839,OFN_+250v_a L16-5000 pg/uL Split 250-1 (20 pg on Col) BT-PV1 1D:3
