Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,12144191,957610,0.698,873,160.401,0.000,2380,2131,OFN_+250v_a L14-1000 pg/uL Split 250-1 (4 pg on Col) BT-PV1 1D:5
OFN,Target,14679117,1157799,0.776,795,160.407,0.000,1741,1808,OFN_+250v_a L14-1000 pg/uL Split 250-1 (4 pg on Col) BT-PV1 1D:5
