Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,11823316,925967,0.701,869,160.396,0.000,2227,1972,OFN_+250v_a L14-1000 pg/uL Split 250-1 (4 pg on Col) BT-PV1 1D:3
OFN,Target,14350582,1124800,0.779,808,160.407,0.000,1501,1500,OFN_+250v_a L14-1000 pg/uL Split 250-1 (4 pg on Col) BT-PV1 1D:3
