Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,7352923,578247,0.779,753,160.407,0.000,936,952,OFN_+250v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D
Perfluoronaphthalene,Unknown,6082972,478219,0.695,868,160.414,0.000,1238,1040,OFN_+250v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D
