Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,422905457,32426285,0.725,840,160.395,0.000,35608,58212,OFN_+250v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV1 1D:3
OFN,Target,524091349,40181719,0.795,810,160.407,0.000,39086,53896,OFN_+250v_a L19-50000 pg/uL Split 250-1 (200 pg on Col) BT-PV1 1D:3
